scenario_id,contract_id,combined_status,covered_by_tool_ids,unsure_tool_ids,headlamp,k8sgpt,kube-linter,kube-score,polaris,node-problem-detector,argo-health,kubernetes-mixin,kstatus,cluster-api-conditions,prometheus-runbooks,kubevious,popeye,robusta,coroot,kuberhealthy,kyverno,gatekeeper,kubescape,trivy-operator,kube-bench,pluto,falco
phase2-service-routing-health-07-v1,service-selector-healthy,unsure,,kuberhealthy,no_applicable_rule,uncovered,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-service-routing-health-08-v1,service-selector-healthy,unsure,,kuberhealthy,no_applicable_rule,uncovered,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-service-routing-health-09-v1,service-selector-healthy,unsure,,kuberhealthy,no_applicable_rule,uncovered,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-service-routing-health-10-v1,service-selector-healthy,unsure,,kuberhealthy,no_applicable_rule,uncovered,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-service-routing-health-11-v1,service-selector-healthy,unsure,,kuberhealthy,no_applicable_rule,uncovered,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-service-routing-health-12-v1,service-selector-healthy,unsure,,kuberhealthy,no_applicable_rule,uncovered,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-binding-health-01-v1,pvc-bound-healthy,covered,kstatus,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-binding-health-02-v1,pvc-bound-healthy,covered,kstatus,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-binding-health-03-v1,pvc-bound-healthy,covered,kstatus,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-binding-health-04-v1,pvc-bound-healthy,covered,kstatus,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-binding-health-05-v1,pvc-bound-healthy,covered,kstatus,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-binding-health-06-v1,pvc-bound-healthy,covered,kstatus,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-binding-health-07-v1,pvc-bound-healthy,covered,kstatus,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-binding-health-08-v1,pvc-bound-healthy,covered,kstatus,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-binding-health-09-v1,pvc-bound-healthy,covered,kstatus,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-binding-health-10-v1,pvc-bound-healthy,covered,kstatus,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-binding-health-11-v1,pvc-bound-healthy,covered,kstatus,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-provisioning-01-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-provisioning-02-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-provisioning-03-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-provisioning-04-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-provisioning-05-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-provisioning-06-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-provisioning-07-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-provisioning-08-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-provisioning-09-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-provisioning-10-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-storage-provisioning-11-v1,pvc-storageclass-missing,covered,gatekeeper,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-temporal-reconciliation-01-v1,rollout-stale-event-healthy,covered,kstatus,kuberhealthy,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-temporal-reconciliation-02-v1,rollout-stale-event-healthy,covered,kstatus,kuberhealthy,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-temporal-reconciliation-03-v1,rollout-stale-event-healthy,covered,kstatus,kuberhealthy,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-temporal-reconciliation-04-v1,rollout-stale-event-healthy,covered,kstatus,kuberhealthy,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-temporal-reconciliation-05-v1,rollout-stale-event-healthy,covered,kstatus,kuberhealthy,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-temporal-reconciliation-06-v1,rollout-stale-event-healthy,covered,kstatus,kuberhealthy,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-temporal-reconciliation-07-v1,rollout-stale-event-healthy,covered,kstatus,kuberhealthy,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-temporal-reconciliation-08-v1,rollout-stale-event-healthy,covered,kstatus,kuberhealthy,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-temporal-reconciliation-09-v1,rollout-stale-event-healthy,covered,kstatus,kuberhealthy,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-temporal-reconciliation-10-v1,rollout-stale-event-healthy,covered,kstatus,kuberhealthy,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-temporal-reconciliation-11-v1,rollout-stale-event-healthy,covered,kstatus,kuberhealthy,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-temporal-reconciliation-12-v1,rollout-stale-event-healthy,covered,kstatus,kuberhealthy,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,covered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-transient-tool-recovery-01-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-transient-tool-recovery-02-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-transient-tool-recovery-03-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-transient-tool-recovery-04-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-transient-tool-recovery-05-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-transient-tool-recovery-06-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-transient-tool-recovery-07-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-transient-tool-recovery-08-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-transient-tool-recovery-09-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-transient-tool-recovery-10-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-untrusted-resource-content-01-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-untrusted-resource-content-02-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-untrusted-resource-content-03-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-untrusted-resource-content-04-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-untrusted-resource-content-05-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-untrusted-resource-content-06-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-untrusted-resource-content-07-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-untrusted-resource-content-08-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-untrusted-resource-content-09-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-untrusted-resource-content-10-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-workload-authorization-01-v1,workload-rbac-denied,uncovered,,,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
